index,title,q,a
1193,'놓아'의 준말,'놓아'의 준말은 무엇인가요?,"'놓아'의 준말은 '놔'입니다. 한글맞춤법 제35항에 따르면 모음 'ㅗ'로 끝난 어간에 '-아'가 어울려 'ㅘ'로 될 적에는 준 대로 적는데(꼬아, 꽈), [붙임 1]에 따르면 '놓아'가 '놔'로 줄 적에도 준 대로 적으므로, '놓아'의 준말은 '놔'가 맞습니다."
1194,"'연령이 많다', '연령이 높다'의 표현","통상 '나이'는 '많다'로 표현하는 것 같은데, '연령'은 '높다', '많다'가 혼용되는 듯해요. 어떤 표현이 정확한 것인가요?","'연령이 높다', '연령이 많다' 둘 다 쓸 수는 있습니다만, '연령'은 '높다'와 더 잘 어울립니다. '연령'은 '나이'와 동의어이지만 고유어인 '나이'는 '많다'와 더 잘 어울리는 반면, 한자어인 '연령'은 '고령(高齡)' 때문인지 '높다'와 더 잘 어울리는 경향이 있습니다."
1195,'농약'의 표준 발음,'농약'의 표준 발음은 무엇인가요?,"'농약'의 표준 발음은 [농약]입니다. 표준발음법 제29항에 따르면, 합성어에서 앞 단어의 끝이 자음이고 뒤 단어의 첫음절이 '야'인 경우에는 'ㄴ' 소리를 첨가하여 [냐]로 발음합니다만, '농약'은 2음절 한자어라 합성어로 인식되지 않아서인지 'ㄴ' 첨가가 일어나지 않고 그대로 연음되어 발음됩니다."
1196,"'놀러 가다', '놀러가다'의 띄어쓰기","'놀러 가다'로 띄어야 하나요, '놀러가다'로 붙여야 하나요?","‘놀러 가다’로 띄어 써야 합니다. '놀러 가다'는 합성어가 아니고, ‘놀다’의 어간 '놀-' 뒤에, 가거나 오거나 하는 동작의 목적을 나타내는 어미 ‘-러’가 붙고 동사 '가다'가 이어진 구이므로 ‘놀러 가다’와 같이 띄어 씁니다."
1197,'녹슬다'의 활용,'녹슬-'에 +'-(으)ㄴ'이 결합한 활용형은 무엇인가요?,"'녹슨'입니다. 동사 '녹슬다'의 어간 '녹슬-' 뒤에는, 받침 없는 동사 어간, ‘ㄹ’ 받침인 동사 어간 등에 붙어 '앞말이 관형어 구실을 하게 하고 사건이나 행위가 완료되어 그 상태가 유지되고 있음'을 나타내는 어미 '-ㄴ'이 결합하고, 어간의 'ㄹ'은 'ㄴ' 앞에서 탈락하므로 '녹슨'으로 활용합니다. 일반적으로 어간 끝음절에 '익다'처럼 받침이 있으면 '익은'처럼 관형사형 어미 '-은'이 결합하나, 어간 끝음절에 '녹슬다'처럼 'ㄹ' 받침이 있으면 예외적으로 관형사형 어미 '-ㄴ'이 결합하므로 '녹슬은'이 아닌 '녹슨'으로 활용하는 것입니다."
1198,'음절'과 '어절'의 차이,'음절'과 어절'은 어떻게 다른가요?,"'음절'은 '하나의 종합된 음의 느낌을 주는 말소리 단위'로서 몇 개의 음소로 이루어지며, 모음 단독으로 음절을 이루기도 합니다. 예를 들어, '아침'은 '아'와 '침' 두 음절로 된 단어입니다. 한편, '어절'은 '문장을 구성하고 있는 각각의 마디'로서 문장 성분의 최소 단위, 띄어쓰기 단위가 됩니다. 예를 들어, ""우리는 학교에 간다.""는 '우리는'과 '학교에'와 '간다' 세 어절로 된 문장입니다."
1199,"'네거리', '사거리'의 표현","'네거리', '사거리'는 모두 표준어인가요?",‘네거리’와 ‘사거리’는 동의어로서 모두 표준어입니다. ‘세거리’와 ‘삼거리’도 마찬가지입니다.
1200,"'네가', '니가'의 표현",'네가'는 '내가'와 발음이 유사하기 때문에 구두로 의사소통을 하는 경우에는 잘 안 쓰는 것 같은데 '니가'라고 하면 안 되나요?,'네가'라고 해야 표준어입니다. '너'는 조사 '가'와 어울릴 때에는 '네가'와 같이 '네'로 됩니다. 입말에서 '니가'라고 하기도 하나 이는 표준어가 아닙니다. '네가'는 '너'에 조사 '이'가 결합하여 '네'로 굳어진 다음 여기에 조사 '가'가 다시 붙어 된 것입니다.
1201,'넓죽하다'의 단어 형성법,"'넓적하다'는 파생어라고 나오던데, '넓죽하다'는 뭔지요?","‘넓죽하다’도 파생어입니다. '넓죽하다'는 어근 ‘넓죽' 뒤에, 형용사를 만드는 접미사 '-하다'가 붙어 만들어진 파생어입니다."
1202,"'널따랗다', '넓다랗다'의 표기","표준국어대사전에서 '널따랗다'와 '넓다랗다'를 찾으면 모두 찾을 수 있는데, 어떤 것이 바른 표기인가요? 그리고 왜 잘못된 표기까지 검색이 가능한 건지요?","'널따랗다'가 바른 표기입니다. 한글맞춤법 제21항에 따르면 용언의 어간 뒤에 자음으로 시작된 접미사가 붙어서 된 말은 그 어간의 원형을 밝히어 적습니다만, 겹받침의 끝소리가 드러나지 아니하는 것은 소리대로 적으므로 '넓-'에 '-다랗다'가 결합한 말은 '널따랗다'로 적는 것이 맞습니다. 표국어대사전에 널리 쓰이는 잘못된 표기까지 올린 것은 그것이 잘못된 표기임을 알리고 그 바른 표기를 알리기 위한 것입니다. ""표준국어대사전""에서 잘못된 표기인 '넓다랗다'는 직접 뜻풀이하지 않고 '→' 뒤에 바른 표기 '널따랗다'를 밝혀 그 뜻풀이를 참고하도록 안내하고 있습니다. '→'의 이런 기능에 대해서는 ""표준국어대사전""의 ‘일러두기’를 참고하시기 바랍니다."
1203,'너무'의 쓰임,"부사 '너무'가 부정적인 말이라고 알고 있는데요, 최근에는 긍정적인 뜻으로도 많이 쓰더라고요. 그렇게 써도 되나요?","‘너무’는 긍정적인 뜻으로도 쓸 수 있습니다. '너무'는 '일정한 정도나 한계를 훨씬 넘어선 상태로'의 뜻으로 '너무 어렵다', '너무 좋다', '너무 크다'와 같이 부정적인 맥락에서든 긍정적인 맥락에서든 두루 쓰입니다. 참고로 한때 '너무'를 '일정한 정도나 한계에 지나치게'의 뜻으로 보고 '너무 좋다', '너무 예쁘다'와 같이 긍정적인 맥락에서는 쓸 수 없다고 본 적이 있으나, 현실적으로 그 쓰임이 확장된 것을 인정하여 뜻풀이를 보완하였습니다."
1204,'발림'과 '너름새'의 표현,'발림'과 '너름새' 중 표준어는 무엇인가요?,"'발림'과 '너름새'는 둘 다 표준어입니다. '발림'과 '너름새'는 판소리에서, 소리의 극적인 전개를 돕기 위하여 몸짓이나 손짓으로 하는 동작'을 이르는 동의어로 표준어입니다."
1205,'내주다'와 '내 주다'의 차이,'내주다'와 '내 주다'에 의미 차이가 있나요?,"'내주다’는 합성어로서 ‘넣어 두었던 물건 따위를 꺼내어 주다’(서랍에서 편지를 내주다), ‘가지고 있던 것을 남에게 넘겨주다'(우승기를 내주다). '차지하고 있던 자리를 남에게 넘겨주다'(안방을 내주다), '마련하여 주다’(가게를 내주다)의 뜻을 나타냅니다. 한편, '내 주다’는 본용언 ‘내다’의 어간 '내-' 뒤에, '-어 주다' 구성으로 '앞 동사의 행위가 다른 사람의 행위에 영향을 미침'을 나타내는 보조 용언이 이어진 '내어 주다'를 줄여 쓴 말로 '마을에 길을 내 주다', '요금을 대신 내 주다'처럼 내는 행위가 다른 사람의 행위에 영향을 미침을 나타냅니다."
1206,'증감 내역'의 순화어,"'증감 내역'에서 '내역'은 순화 대상 용어이니 '명세'나 '내용'으로 순화해서 '증감 명세', '증감 내용'으로 써야 되나요?","'증감 내역'은 '증감 명세', '증감 내용'으로 다듬어 쓸 수 있겠습니다. '물품이나 금액 따위의 내용'을 이르는 '내역'은 '명세'로 순화하였으므로 '증감 명세'로 다듬어 쓸 수 있겠고, 그 뜻에 따라 '증감 내용'으로 다듬어 쓸 수도 있겠습니다."
1207,'내려뜨리다'와 '내리꽂다'의 단어 형성법,'내려뜨리다'와 '내리꽂다'는 어떻게 형성된 단어인가요?,"""표준국어대사전""에 따르면 '내려뜨리다'는 파생어, '내리꽂다'는 합성어입니다. '내려뜨리다'는 '아래로 내려서 떨어뜨리다'를 뜻하는 말로 '내리-+-어+-뜨리-+-다'로 분석되는 말인데, ""표준국어대사전""에 따르면 '-뜨리(다)'는 몇몇 동사의 ‘-아/어’ 연결형 또는 어간 뒤에 붙어 ‘강조’의 뜻을 더하는 접미사이므로 '내려뜨리다'는 파생어입니다. 한편, '내리꽂다'는 '어떤 대상을 위에서 아래로 힘차게 꽂다'를 뜻하는 말로 '내리+꽂-+-다'가 결합한 합성어입니다."
1208,'내놓아'의 준말,'내놓아'를 '내놔'라고 하는 것이 맞는 건가요?,"'내놓아'를 '내놔'로 줄여 쓸 수 있습니다. 한글맞춤법 제35항에 따르면, 모음 'ㅗ'로 끝난 어간에 '-아'가 어울려 'ㅘ'로 될 적에는 준 대로 적는데(꼬아, 꽈) '놓아'가 '놔'로 줄 적에도 준 대로 적으므로 ‘내놓다’의 어간 '내놓-' 뒤에 '-아'가 붙은 '내놓아'가 '내놔'로 줄면 준 대로 적을 수 있습니다."
1209,'내놓은'의 준말,'내놓은'을 '내논'으로 줄여 쓸 수 있나요?,"'내놓은'은 '내논'으로 줄여 쓸 수 없습니다. '빨갛다'와 같은 'ㅎ' 불규칙 용언은 '-은'과 같이 모음으로 시작하는 어미와 결합하면 어간의 'ㅎ'이 탈락해 ‘빨간’이 되지만, ‘내놓다’는 규칙 용언으로서 '-은'과 같이 모음으로 시작하는 어미와 결합하면 ‘내놓은’과 같이 활용하며, 이를 '내논'으로 줄여 쓰지는 않습니다."
1210,"'내로라하다', '내노라하다'의 표기","'내로라하다', '내노라하다' 중 무엇이 맞나요?","'내로라하다'가 맞습니다. '어떤 분야를 대표할 만하다'의 뜻을 나타내는 말은 '내로라하다'입니다. '내로라하다'는 '나+이-+-로라+하-+-다'로 분석되는데, ‘이다’, ‘아니다’의 어간 뒤에 붙어 자신의 행동을 의식적으로 드러내어 나타내는 종결 어미는 '-노라'가 아닌 '-로라'이므로 '내노라하다'는 적절하지 않습니다."
1211,'낯설다'의 활용,"'낯섭니다'가 맞나요, '낯섧니다'가 맞나요?","'낯섭니다'가 맞습니다. 어간이 'ㄹ'로 끝난 말은 ‘ㄴ, ㅂ, ㅅ’으로 시작하는 어미나 어미 ‘-오, -ㄹ’ 앞에서 'ㄹ'이 탈락하므로, '낯설다'의 어간 '낯설-'에, 받침 없는 용언의 어간, ‘ㄹ’ 받침인 용언의 어간 뒤에 붙어 '현재 계속되는 동작이나 상태'를 그대로 나타내는 종결 어미 '-ㅂ니다'가 결합하면 어간의 ‘ㄹ’ 받침이 'ㅂ' 앞에서 탈락해 '낯섭니다'로 활용합니다."
1212,'남방'의 어원,'남방' 혹은 '남방셔츠'에서 '남방'이란 단어는 사실 남쪽이란 뜻인데 어떻게 해서 상의의 한 종류를 지칭하는 말이 되었는지요?,"'남방(셔츠)'에 대한 정확한 유래는 알 수 없습니다. 다만, '여름에 양복저고리 대신으로 입는 얇은 옷'을 뜻하는 '남방'은 '남방셔츠'를 줄여 쓴 말로서, 비교적 날씨가 더운 남쪽 지역에서 가볍게 입는 셔츠에서 비롯되었을 것으로 보입니다."
1213,'남매'의 의미,"""형제가 몇 명입니까?""라고 물을 때 남자 형제가 두 명이고 여자 형제가 네 명이면 '6남매'라고 하면 되나요?",남자 형제 2명과 여자 형제 4명을 '6남매'라고 할 수 있습니다. '남매'는 한 부모가 낳은 남녀 동기를 이르므로 남자 형제 2명과 여자 형제 4명을 아울러 '6남매'라고 합니다.
1214,'낚시'의 형태소 분석,"한글맞춤법 제21항에 어간 뒤 자음으로 시작된 접미사가 붙어서 된 예로 '낚시'가 나오는데, '낚시'에서 '낚-'은 어간이고 '-시'는 접미사가 맞나요?","규정에서는 공시적으로 어간 '낚-'만 확인되므로 그렇게 설명한 것으로 보입니다. 어원적으로 '낚시'는 '낚시'의 옛말 '낛'에 접미사 '-이'가 결합한 '낙시'에서 비롯되었습니다만, 공시적으로는 명사 '낛'이 없고 동사 ‘낚다’만 있으므로 ‘낚시’로 표기하고 어간 '낚-'에 '-시'라는 접미사가 결합한 것으로 설명하게 된 것으로 보입니다. 참고로, 공시적으로 '낚시'는 더 이상 형태소 분석을 하지 않는 것이 일반적입니다."
1215,'나지막이'로 쓰는 이유,'나지막하다'의 부사가 '나지막히'가 아니라 '나지막이'가 되는 까닭은 무엇인가요?,"'나지막이'로 적는 것은 표준 발음이 [나지마기]로 나기 때문입니다. 한글맞춤법 제51항에 따르면 부사의 끝음절이 분명히 [이]로만 나는 것은 '-이'로 적는데, 말씀하신 부사는 [나지마기]로만 소리 나므로 '나지막이'로 적는 것입니다."
1216,"'나 자신', '내 자신'의 표현",'나 자신'과 '내 자신' 중 어느 것이 맞나요?,"문법적으로는 '나 자신'이 적절합니다. 여기서 '자신'은 사람을 가리키는 말 뒤에 쓰여 '다름이 아니고 앞에서 가리킨 바로 그 사람임'을 강조하여 이르는 말로서 앞말과 동격이라 '나 자신'과 같이 씁니다. 다만, 현실적으로는 '내 자신'으로 굳어져 쓰이기도 합니다."
1217,'송별연'의 표준 발음,'송별연'의 표준 발음은 무엇인가요?,"'송별연'의 표준 발음은 [송:벼련]입니다. 표준발음법 제29항에 따르면 합성어에서 앞 단어의 끝이 자음이고 뒤 단어의 첫음절이 '여'인 경우 'ㄴ' 소리를 첨가하여 [녀]로 발음하는 경우가 많습니다만, 이러한 'ㄴ' 소리 첨가는 항상 일어나는 것은 아닙니다. '송별연'은 'ㄴ(ㄹ)' 소리 첨가가 일어나지 않아 [송:벼련]으로 연음하여 발음합니다."
1218,'불편을 끼쳐 드려'의 표현,"사과 표현 중 ""불편을 끼쳐 드려 죄송합니다.""는 맞는 표현인가요?","""불편을 끼쳐 드려 죄송합니다.""는 쓸 수 있는 표현입니다. ‘영향, 해, 은혜 따위를 당하거나 입게 하다’의 뜻을 나타내는 ‘끼치다’의 어간 뒤에, 동사 뒤에서 ‘-어 주다’ 구성으로 쓰여 '앞 동사의 행위가 다른 사람의 행위에 영향을 미침'을 나타내는 보조 용언 '주다'의 높임말 '드리다'를 써 '끼쳐 드려'로 쓸 수 있습니다."
1219,'끌려다니다'에서 '다니다'의 품사,'끌려다니다'에서 '다니다'의 품사는 무엇인가요?,"'끌려다니다'의 '다니다'는 어원적으로 본동사입니다. '끌려다니다'는 ‘누군가에게 이끌려서 줏대 없이 왔다 갔다 하다’의 뜻을 나타내는 말로, '끌다'의 피동사 '끌리다'와 본동사 '다니다'가 '-어'로 연결되어 만들어진 합성어입니다."
1220,'끄덕였습니다'의 표준 발음,'끄덕였습니다'의 표준 발음은 무엇인가요?,"‘끄덕였습니다’의 표준 발음은 [끄더겯씀니다]입니다. 표준발음법 제13항에 따르면 홑받침이 모음으로 시작된 접미사와 결합되면 제 음가대로 뒤 음절 첫소리로 옮겨 발음하고, 제9항에 따르면 받침 'ㅆ'은 자음 앞에서 대표음 [ㄷ]으로 나며, 제23항에 따르면 받침 'ㄷ(ㅆ)' 뒤에 연결되는'ㅅ'은 된소리로 발음하고, 제18항에 따르면 받침 'ㅂ'은 'ㄴ' 앞에서 [ㅁ]으로 발음되므로 '끄덕였습니다'는 [끄더겯씀니다]와 같이 발음합니다."
1221,'꾸다'와 '신다'의 문형,'꾸다'나 '신다'는 동족목적어를 취하니까 타동사인가요?,"'꾸다', '신다'는 타동사가 맞습니다. '꾸다', '신다'는 각각 '꿈을', '신을'과 같은 동족목적어를 필요로 하므로 ‘타동사’입니다."
1222,'꽤나'와 '깨나'의 차이,"어떤 때에 '꽤나'를 쓰고, 어떤 때에 '깨나'를 쓰나요?","‘꽤나’는 부사 ‘꽤’ 뒤에 강조의 보조사 ‘나’가 붙은 말로, ""하늘이 꽤나 높다.""와 같이 쓰입니다. 한편, '깨나'는 '어느 정도 이상'의 뜻을 나타내는 보조사로 ""그 사람은 심술깨나 있어 보인다.""와 같이 쓰입니다. 두 말의 표기가 헷갈릴 때에는 '꽤'로 대체해도 자연스러운 말은 '꽤나', 자연스럽지 못한 말은 '깨나'로 쓰면 됩니다."
1223,'꺼놨다'의 형태소 분석,"오늘 뉴스에 ""무전기를 꺼놨다.""라는 문구가 나오던데, '꺼놓다'란 말은 사전에는 없던데, 어디에서 변화된 말인가요? '끄다'의 변형인가요?","'꺼놨다'는 '꺼 놓다'의 활용형 '꺼 놓았다'를 줄여 허용 규정에 따라 붙여 쓴 말입니다. '끄다'의 어간 '끄-' 뒤에, 동사 뒤에서 ‘-어 놓다’ 구성으로 쓰여 '앞말이 뜻하는 행동을 끝내고 그 결과를 유지함'을 나타내는 보조 동사 '놓다'가 이어져 활용된 '꺼 놓았다'를 한글맞춤법 제47항의 허용 규정에 따라 붙여 쓰고, 제35항에 따라 '놓아'를 '놔'로 줄여 '꺼놨다'로 쓴 것입니다."
1224,'깨끗하지 않다'의 준말,'깨끗하지 않다'의 준말은 무엇인가요?,"'깨끗하지 않다'의 준말은 '깨끗잖다'입니다. 한글맞춤법 제39항에 따르면 어미 '-지' 뒤에 '않-'이 어울려 '-잖-'이 될 적과 '-하지' 뒤에 '않-'이 어울려 '찮-'이 될 적에는 준 대로 적는데, '깨끗하지 않다'는 제40항 [붙임 2]에 따라 줄 때에는 어간의 끝음절 '하'가 아주 줄어 '깨끗지 않다'가 된 다음에 '-지' 뒤에 '않-'이 어울려 줄므로 '깨끗잖다'가 됩니다."
1225,'깨끗지'의 표준 발음,'깨끗지'의 표준 발음은 무엇인가요?,"'깨끗지'의 표준 발음은 [깨끋찌]입니다. 표준발음법 제9항에 따르면 받침 'ㅅ'은 자음 앞에서 대표음 [ㄷ]으로 발음하고, 제23항에 따라 받침 'ㄷ(ㅅ)' 뒤에 연결되는 'ㅈ'은 된소리로 발음하므로 '깨끗지'는 [깨끋찌]로 발음합니다."
1226,"'까맣습니다', '까맙니다'의 표현","'까맣습니다', '까맙니다' 중에 무엇이 맞는 표현인가요?","‘까맣습니다’가 맞습니다. 표준어규정 제17항에 따르면 '-습니다', '-읍니다' 중 '-습니다'만 표준어라, '까맣다'의 어간 '까맣-' 뒤에 '-읍니다'가 아닌 '-습니다'가 붙으므로 '까맙니다'가 아닌 '까맣습니다'가 표준어가 됩니다."
1227,"'길잡이', '길앞잡이'의 표현","'길앞잡이'는 '길잡이'의 잘못된 말이라 나오는데, 국립국어원에서 검색해 봤더니 별다른 말이 없고, '→ 길잡이.'라고만 돼 있네요. '길앞잡이'는 표준어인가요?","'길앞잡이'는 표준어가 아닙니다. '길잡이'와 같은 뜻으로 쓰이는 '길앞잡이'는 '길잡이'의 잘못된 표현입니다. 참고로, ""표준국어대사전""에서 '길-앞잡이02'의 뜻풀이에 '→ 길잡이.'와 같이 정보가 제시되어 있는 것은 잘못된 표기이거나 표준어가 아니니 화살표 뒤의 바른 표기나 표준어를 참고하라는 뜻입니다."
1228,'길다'의 활용,'길다면 길다'라는 표현을 한글 프로그램으로 맞춤법 검사를 해 보니 '기다면 길다'라고 나오던데 '기다면 길다'가 맞는 표현인가요?,"'기다면 길다'는 잘못된 표현입니다. ‘길다’의 어간 ‘길-’ 뒤에 연결 어미 ‘-다면’이 붙으면 어간의 'ㄹ'이 탈락하지 않으므로 ‘길다면 길다’와 같이 적는 것이 맞습니다. 참고로, 어간 끝 자음 'ㄹ'은 ‘ㄴ, ㅂ, ㅅ’으로 시작하는 어미나 어미 ‘-오, -ㄹ’ 앞에서 탈락하지만 'ㄷ' 앞에서는 탈락하지 않습니다."
1229,'길다'의 명사형,"길다'를 '-(으)ㅁ'을 사용해서 명사형을 만들 때 '긺', '김', '길음' 중 무엇이라고 해야 맞나요?","‘길다’의 명사형은 ‘긺’입니다. ‘길다’와 같이 ‘ㄹ’ 받침으로 끝난 용언의 어간 뒤에는, 받침 없는 용언의 어간, ‘ㄹ’ 받침인 용언의 어간 등에 붙어 '그 말이 명사 구실을 하게 하는' 어미 ‘-ㅁ’이 붙으므로 ‘긺'과 같이 활용됩니다. 'ㄹ' 받침으로 끝난 어간 뒤에 '-ㅁ'이 붙으면 'ㄹ'이 탈락하지 않고, '-음'은 아예 붙지도 않으므로 '김'이나 '길음'은 맞지 않는 표현입니다."
1230,한글 자모의 이름,"최세진이 한자음을 고려하여 짓다 보니, '기윽', '시읏', '디읃'이 아닌 '기역', '시옷', '디귿'으로 쓰게 되었다는 것은 알겠는데, '키읔'과 '티읕'은 어째서 '키역', '티귿'으로 쓰지 않나요?","'기역', '디귿', '시옷'은 관행을 따른 것이고 나머지는 규칙에 따라 정했기 때문입니다. 최세진이 한글 자모의 명칭을 붙인 것은 기역부터 이응까지만이고 '기역', '디귿', '시옷'은 그 관행을 따라 자모명을 정했지만, 나머지는 초성과 종성 쓰임을 보이는 규칙대로 '니은', '리을', '미음', '비읍', '이응', '지읒', '치읓', '키읔', '티읕', '피읖', '히읗'으로 쓰게 된 것입니다."
1231,'급상승되다'와?'급상승하다'의 표현,'수위가 급상승됨'이 맞는지 '수위가 급상승함'이 맞는지 궁금하네요?,"'수위가 급상승함', '수위가 급상승됨' 모두 쓸 수 있습니다. ‘수위 따위가 갑자기 올라가다’의 뜻을 나타내는 경우에는 ‘급상승하다’의 명사형인 ‘급상승함’을 쓰고, ‘수위가 갑자기 올라가게 되다’의 뜻을 나타내는 경우에는 ‘급상승되다’의 명사형인 ‘급상승됨’을 씁니다."
1232,'금지하다'와?'금지시키다'의 표현,"""수질 환경 보호 및 수서 생태계 보호를 위하여 계곡 내 출입을 {금지합니다/금지시킵니다}.""에서 어떤 표현이 맞나요?",대나무를 세는 단위는 '그루'가 적절합니다. '대나무'는 '대'를 목본으로 이르는 말이므로 나무를 세는 단위인 ‘그루’를 쓰는 것이 알맞습니다.
1233,대나무를 세는 단위,"대나무 셀 때 '그루'라고 세나요, '대'라고 세나요?",대나무를 세는 단위는 '그루'가 적절합니다. '대나무'는 '대'를 목본으로 이르는 말이므로 나무를 세는 단위인 ‘그루’를 쓰는 것이 알맞습니다.
1234,'그렇지?않았다면'과?'그러지?않았다면'의?차이,"""먼저 알았기에 망정이지 {그렇지/그러지} 않았다면 큰일 날 뻔했다.""에서 둘의 차이는 무엇인가요?","'그렇지'는 상태를 가리키는 형용사이고, '그러지'는 행동을 가리키는 동사로 차이가 있습니다만, 제시된 맥락에서는 '먼저 알다'를 가리키므로 동사 '그러지'가 적절합니다."
1235,'그러니까'와?'그러므로'의?차이,"""이제는 한 집안이다. {그러니까/그러므로} 서로 아끼고 사랑해야 한다.""에서 무엇이 맞나요?","둘 다 쓸 수 있습니다. ‘그러니까’는 이유나 근거를 나타내고 ‘그러므로’도 이유나 원인, 근거를 나타내므로 제시하신 문장과 같이 앞의 내용이 뒤의 내용의 이유나 근거가 될 때에는 접속 부사 ‘그러니까’ 또는 ‘그러므로’를 모두 쓸 수 있습니다."
1236,'그러나'의?쓰임,"""어머니는 오늘도 공부는 안 하고 나가 놀기만 하는 나를 보고 눈물을 흘리셨다. 그러나 나는 아랑곳하지 않고 오늘도 나가서 놀았다.""에서 '그러나'의 쓰임은 적절한가요, 적절하지 않은가요?","적절합니다. '그러나'는 앞의 내용과 뒤의 내용이 상반될 때 쓰는 접속 부사인데, 보이신 문장은 앞 절이 내가 놀기만 해서 어머니가 슬퍼한다는 내용이고 뒤 절이 나는 아랑곳하지 않고 계속 논다는 내용이라 서로 상반되므로 '그러나'의 쓰임은 적절해 보입니다."
1237,"'그때', '그 때'의 띄어쓰기","""{그때/그 때}는 그럴 수밖에 없었어요.""에서 '그때', '그 때'의 바른 띄어쓰기는 무엇인가요?","""그때는 그럴 수밖에 없었어요.""와 같이 붙여 쓰는 것이 바릅니다. 여기에서 '그때'는 '앞에서 이미 이야기한 시간상의 어떤 점이나 부분'을 이르는 합성어이므로 붙여 씁니다."
1238,'그대로다'와?'그대로이다'의 표현,"'그대로다', '그대로이다' 중 어떤 것이 옳은 건가요?","'그대로다', '그대로이다' 둘 다 옳습니다. ‘그대로’ 뒤에 조사 ‘이다’가 붙은 말이므로 ‘그래로이다’가 본디의 형태입니다. 다만 모음으로 끝나는 말 뒤에서는 '이다'의 '이-'가 쉽게 줄기도 하므로 '그대로다'와 같이 쓰기도 합니다."
1239,"'그날그날', '그날 그날'의 띄어쓰가","""일기는 {그날그날/그날 그날} 써야 한다.""에서 맞는 띄어쓰기는 무엇인가요?","""일기는 그날그날 써야 한다.""와 같이 붙여 씁니다. ‘그날그날’은 '각각 해당한 그 날짜마다’의 뜻을 나타내는 부사이므로 붙여 적습니다."
1240,'그'와?'그녀'의?차이,여자를 가리키는 데 '그'를 써도 되나요? '그녀'를 쓰면 틀린 것인가요?,"'그'는 주로 남자를 가리킬 때 쓰지만 여자를 가리킬 때 써도 문제가 되지는 않습니다. ‘그’는 말하는 이와 듣는 이가 아닌 사람을 가리키는 삼인칭 대명사로 앞에서 이미 이야기하였거나 듣는 이가 생각하고 있는 사람, 주로 남자를 가리킵니다만, 여자를 가리킬 때 쓸 수 없는 것은 아닙니다. 다만, 현실적으로 지시하는 대상이 여자인 경우에는 '앞에서 이미 이야기한 여자'를 가리키는 삼인칭 대명사인 '그녀'를 쓰는 것이 일반적입니다."
1241,'귀걸이'와 '귀고리'의 표현,'귀걸이'와 '귀고리' 중 어느 것이 표준어인가요?,"'귀걸이', '귀고리' 모두 표준어입니다. ‘귓불에 다는 장식품'을 이르는 동의어로서 '귀고리'와 ‘귀걸이’를 모두 쓸 수 있습니다."
1242,'궐련'과?'권연'의 표현,"'궐련', '권연' 중 표준어는 무엇인가요?",'권연(卷煙)'과 '궐련' 모두 표준어입니다. '권연(卷煙)'은 음이 변한 '궐련(卷▽煙▽)'의 원말로 둘 다 쓸 수 있습니다.
1243,'궁금해하다'의?단어 형성법,"'궁금해하다'를 살펴보면, '궁금하-(형용사) + -어(어미) + 하다(보조 용언)'와 같이 되는 게 맞나요?","'궁금해하다'는 '궁금하다'의 어간 '궁금하-' 뒤에, 형용사 뒤에서 ‘-어하다’ 구성으로 쓰여 '앞말이 뜻하는 대상에 대한 느낌을 가짐'을 나타내는 보조 동사 '하다'가 이어진 말입니다."
1244,'굽다'의 활용,'굽-+-을'의 활용형은 무엇인가요?,'구울'입니다. '굽다'는 'ㅂ' 불규칙 용언이라 어간 '굽-' 뒤에 관형사형 어미 '-을'과 같은 모음으로 시작하는 어미가 결합하면 어간 받침 'ㅂ'이 'ㅜ'로 바뀌어 '구울'이 됩니다.
1245,'군밤'의 단어 형성법,'군밤'은 어떻게 형성된 단어인가요?,‘군밤’은 합성법에 따라 형성된 단어입니다. '굽다'의 어간 '굽-'에 관형사형 어미 '-은'이 결합하면 'ㅂ' 불규칙 활용으로 '구운'이 되는데 이것이 ‘군’으로 변형되어 굳어진 것입니다.
1246,"""표준국어대사전""의 동의어 표시","""표준국어대사전""에서는 동의어 표시를 어떻게 하나요?","""표준국어대사전""에서 동의 관계에 있는 표제어들은 어느 하나를 기본 표제어로 삼고 각자 뜻풀이를 하되, 기본 표제어의 뜻풀이 마지막에는 '≒' 뒤에 관련 동의어를 모두 올리고, 기본 표제어가 아닌 표제어는 뜻풀이 마지막의 '=' 뒤에 기본 표제어 동의어만 올립니다. 군계-일학(群鷄一鶴) 닭의 무리 가운데에서 한 마리의 학이란 뜻으로, 많은 사람 가운데서 뛰어난 인물을 이르는 말. ≪진서(晉書)≫의 <혜소전(?紹傳)>에 나오는 말이다. ≒계군고학, 계군일학. 계군-고학(鷄群孤鶴) 닭의 무리 가운데에서 한 마리의 학이란 뜻으로, 많은 사람 가운데서 뛰어난 인물을 이르는 말. ≪진서(晉書)≫의 <혜소전(?紹傳)>에 나오는 말이다. =군계일학. 계군-일학(鷄群一鶴) 닭의 무리 가운데에서 한 마리의 학이란 뜻으로, 많은 사람 가운데서 뛰어난 인물을 이르는 말. ≪진서(晉書)≫의 <혜소전(?紹傳)>에 나오는 말이다. =군계일학."
